lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Kraków, Małopolskie","Do wynajęcia pokój jednoosobowy! Bez pośredników. Świetna lokalizacja: ul. Miechowity 21, KrakówCena 720 zł +160 zł media (stała stawka niezależna od zużycia, łącznie z internetem - razem 880zł) Pokój jednoosobowy (9m2) w trzypokojowym mieszkaniu (bezwłaścicieli) o powierzchni 50 m2 w bardzo dobrze skomunikowanej lokalizacji ul. Miechowity 21 - centrum (lokalizacja między alejami 29 listopada a ul. Pilotów).Mieszkanie na 4 piętrze w bloku w bardzo dobrym stanie technicznym.Mieszkanie zamieszkiwać będą 4 osoby w trzech pokojach (każdypokój zamykany na klucz).Mieszkanie składa się z trzech przestronnych pokoi, przedpokoju, sporej kuchni ze stołem i łazienki.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowychzaraz obok mieszkania, Przystanki autobusowe, linie:125  128  129  152  159  182  184 352  482  501  601  608  61 Rewelacyjne miejsce dla pracujących czy studentów UR, UEK, Politechniki i AWF:Uniwersytet Roliniczy 3 przystanki (5 min.)Uniwersytet Ekonomiczny 5 przystanków (9 min.)Politechnika Krakowska – 6 przystanków (10 min.)AWF – 5 przystanków (11 min.)WSEI - 9 przystanków (20 min.)Krakowska Akademia 9 przystanków (18-20 min.)WSZiB - 11 przystanków (20 min.)AGH, UJ - 11 przystanków (20-25 min.)Oczywiście tuż obok sklepy wielobranżowe, bezpośredniesąsiedztwo parku, Castorama, Alma, McDonalds, po prostu świetna lokalizacja z bardzo dobrzerozwiniętą infrastrukturą. Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub najakdodade.pl Przystanek nazywa się Miechowity.Mieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo jasne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka.  Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet naczyń i sztućców, dla wszystkichmieszkańców. Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę doubrań, odkurzacz i inne przedmioty do utrzymywania porządku.Wszystko aby wygodnie zamieszkać.Internet w cenie. Ogrzewanie miejskie. Kaucja zwrotna 930zł, umowa na rok. Mamy do wyboru dwa jednoosobowe pokoje w tym mieszkaniu, jeden trochę większy, drugi trochę mniejszy.Zainteresowanych serdecznie zapraszam do kontaktu i oglądaniapokoju! Naprawdę warto.Michał, tel. 791 717 993",720,Właściciel,Współdzielenie mieszkania/domu,87,5 pokoi,Mieszkanie,Bez preferencji,Nie,Nie,307
"Kraków, Małopolskie","Do wynajęcia pokój w ekstra lokalizacji - TESCO KAPELANKA!Witam, Od 4.10 oferujemy na wynajem 4 przestrzenne (11m2) jednoosobowe pokojew czteropokojowym i czteroosobowym mieszkaniu przy Lipińskiego 20. 2 piętro.Mieszkanie nowiutkie po remoncie z nowymi meblami, łazienką i osobnym WC.Każdy pokój zamykany na klucz.W pełni wyposażone w meble, kuchnię z przyborami, lodówka, piekarnik, kuchenka z płytą ceramiczną, pralka, nowa kabina prysznicowa.Pokoje umeblowane, łóżko, biurko, krzesło, szafa, komoda itp.Mieszkanie dostępne od zaraz, 4 pokoje do wyboru w tym 1 z balkonem.Ceny 760 i 780zł + media stała stawka 170zł, razem całkowity koszt 930 lub 950zł.Internet UPC w cenie. Kaucja zwrotna 980 lub 1000zł zależnie od pokoju. Umowa na rok.polecam, Michał tel. 791 717 993",760,Właściciel,Współdzielenie mieszkania/domu,87,5 pokoi,Mieszkanie,Bez preferencji,Nie,Nie,110
"Kraków, Małopolskie","Do wynajęcia miejsce w pokoju dwuosobowym! Bez pośredników.Super lokalizacja: ul. M. Reja 12, Kraków - Żabiniec (centrum - tyły Uniwersytetu Rolniczego! Okolica al. 29. listopada)Pokój 2. osobowy w cenie 430 zł +170 zł media (= 600zł za osobę, stała stawka niezależna od zużycia, łącznie z internetem). W tej chwili szukamy dziewczyny do tego pokoju, właśnie zamieszkała tamkoleżanka 19 lat, rozpoczynająca studia i pracę, ułożona.Pokój dwuosobowy (14 m2) w czteropokojowym mieszkaniu (bez właścicieli) o powierzchni 58 m2 w bardzo dobrze skomunikowanej lokalizacji.Mieszkanie na 4 piętrze w świeżym bloku w bardzo dobrym stanie technicznym.Mieszkanie zamieszkiwać będzie 5 osób w czterech pokojach (każdy pokój zamykany na klucz), składa się z czterech pokoi, przedpokoju, kuchni, łazienki z WC i garderoby.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych zaraz obok mieszkania i niedaleka odległość do tramwai:Przystanki autobusowe, linie:105, 115, 138, 139, 154, 164, 169, 172, 217, 247, 257, 277, 280, 503, 572, 610, 669Tramwaje: 3, 5, 18, 50, 69Rewelacyjne miejsce dla pracujących czy studentów UR, Politechniki, AGH i UJ: Nowe biurowce Orlen - spacerkiem kilka minut. Uniwersytet Rolniczy (10 min. spacerem) Politechnika Krakowska – 2 przystanki (20 min.) WSEI - 6 przystanków (20 min.) AGH, UJ - 6 przystanków (20 min.)Oczywiście tuż obok sklepy spożywcze, pizzeria, restauracje, bezpośrednie sąsiedztwo parku .. po prostu świetna lokalizacja z bardzo dobrze rozwiniętą infrastrukturą.Mieszkanie świeżo po remoncie : czyste, ciepłe, umeblowane. Bardzo jasne!W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem.Świeża łazienka z WC, wygodna wanna z prysznicem.Pokoje w pełni umeblowane - łózko, szafa, regał, komoda, szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet naczyń i sztućców, dla wszystkich mieszkańców. Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarki do ubrań, odkurzacz, mop i inne przedmioty do utrzymywania porządku.Internet w cenie, kablówka, WIFI. Ogrzewanie miejskie. Umowa od października na rok do końca sierpnia 2017. (można potem przedłużyć).Kaucja 650zł/os, zwrotna oczywiście.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto.Kontakt: Michał, tel. 791 717 993",430,Właściciel,Współdzielenie mieszkania/domu,58,4 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,313
Targówek,"Ząbki, 12 km do centrum, dobry dojazd komunikacyjny.Pokój na piętrze domu szeregowego, przy rodzinie.Ładnie urządzony, świetlisty z wykładziną dywanową, internetem i kablówką.Dostęp do kuchni i łazienki.Dla spokojnego pana, na dłużej.Kaucja.503495303",750,Właściciel,Współdzielenie mieszkania/domu,20,4 pokoje,Inne,Mężczyzna,Tak,Tak,31
Bemowo,"Wynajmę pokój w mieszkaniu 4 pokojowym na Bemowie. Dobra lokalizacja, 2 minuty do przystanku autobusowego. Linie: 105, E-5, 197, 743, 713. W pobliżu sklepy: Żabka, Biedronka, Lidl, Selgros, Tesco, stacja benzynowa. Do ceny za wynajem należy doliczyć rachunki za prąd, gaz, ogrzewanie- ok. 60/70 zł co dwa miesiące. Internet wliczony w czynsz. W pokoju będzie inne łóżko od zamieszczonego na zdjęciu. Chwilowo kontakt możliwy przez maila.",600,Właściciel,Współdzielenie mieszkania/domu,11,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,68
Białołęka,"Cześć, mamy do zaoferowania pokój Na Tarchominie. W mieszkaniu młode osoby gdzie panuje przyjemna, otwarta i rodzinna atmosfera.Bardzo dobry dojazd do MetraMłociny( 10 min), przystanek tuż przy bloku. Obok sklepy ( Biedronka, Tesco jak i sklepy osiedlowe).Cena 550 miesięcznie + kaucja.Zadzwoń a się nie zawiedziesz :)Kontakt 515729082 PawełZapraszam :)",550,Właściciel,Współdzielenie mieszkania/domu,8,4 pokoje,Mieszkanie,Kobieta,Tak,Tak,47
"Kraków, Małopolskie","W
komfortowym i w pełni urządzonym mieszkaniu na osiedlu Żabieniec
do wynajęcia pozostały2
pokoje jednoosobowe-
950
zlCena
za
wszystkie
opłaty (czyli co miesiąc jest stała i nie zawiera żadnych
dodatkowych opłat itp). Jedyne wydatki, to zgodnie z tradycją
kolejki na papier i chemię typu płyn do podłóg, Domestos.

Mieszkanie
dla max 4 osob. W tej chwili mieszka tam 2 chlopaków (wazna
informacja dla mniej odważnych dziewczyn.And
yes- we speak EnglishDojazd
w każda część Krakowa:Mieszkanie
znajduje się 10 minut od przystanku tramwajowego Prądnicka/Szpital Narutowiczalinie
3, 5, 18, 50, nocny 69 i pętli Krowodrza Górka. Przystanek
autobusowy 164 spod Szpitala G.NarutowiczaPrzystanku
Imbramowska- 172, 572, 138Do
Rynku Głównego 20 minuty łącznie ze spacerem na
przystanek.Akademia
Rolnicza dostępna pieszo, Wieżowiec
Vinci, 10 minut pieszo Centrum biurowe Opolska-10 minut pieszo.Politechnika
przy Warszawskiej 12 minut, UEK na Lubomirskiego również.Akademia
Krakowska – 25 minut maxBiznes
Park (przy rondzie Polsadu/Barei) – 15 minutBiznes
Park (przy al.Jana Pawła) – 8 przystanków (25)Do
Galerii Bronowice w tym Auchan, Ikea, Castorama, 12 minut autobusem
linii 172, 572.Wyposażeniekuchnia-
zmywarka, lodówka z zamrażarką, płyta, czajnik bezprzewodowy, toster, sztućce, szklanki.łazienka-
wanna, deszczownica, pralka, suszarka do ubrańtoaleta-
osobna przydatna gdy ktoś bierze prysznic w łazienceprzedpokój-
duża szafa na ubrania, żelazko, deska do prasowania, odkurzaczpokoje-
wszystkie maja biurka z krzesłami, łóżka, regały, pojemne szafy, jest gdzie pochować cały dobytek.Internet.Mieszkanie, nowe, duże, ogrzewanie z sieci miejskiej.Płeć
itd. bez znaczenia, preferowane osoby nie bojące się szczotki, zmiotki ani odkurzacza. Które potrafią wynieść śmieci itp i nie
okupują łazienki zwłaszcza rano.Na
dłuższy czas.Przed ogladaniem
proszę o kontakt telefoniczny.








604-216-684
Anna",950,Właściciel,Współdzielenie mieszkania/domu,75,4 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,255
"Kraków, Małopolskie","Mieszkanie na 1 piętrze ( 131 m2 ), 2 samodzielne pokoje dwuosobowe ( od południa ) + 2 pokoje od północy w tym jeden przechodni łącznie na 3 osoby ( powierzchnia ok. 20 m2 każdy ), kuchnia z balkonem, 2 łazienki z WC, przedpokój. Mieszkanie znajduje się na ul. Sereno Fenn'a, 5 min. piechotą do Rynku Głównego, w pobliżu wszystkie większe uczelnie, Dworzec Główny PKP i PKS. Wyposażenie: - pokoje od południa: 2 tapczany, segment, 2 biurka, komoda, regał- pokoje od północy:- ostatni pokój ( sypialnia ): 3 tapczany, 3 komody- pokój przejściowy: 3 regały, 3 biurka, 3 szafy dwu-drzwiowe- kuchnia: pralka, lodówka, płyta elektryczna, czajnik bezprzewodowy, mikrofalówka- łazienki: umywalka, wc, kabina prysznicowa, lustro. W jednej piec CO i bojler elektrycznyOpłaty: 550 zł/os + media ( gaz, woda, śmieci, prąd )Internet w cenie mieszkania Mieszkanie po remoncie. Ogrzewanie gazowe.Nowe drewaniane okna. Brak opłat wakacyjnych Umowa na czas określony, wymagana kaucja w wysokości jednomiesięcznego czynszu.DLA NIEPALĄCYCH!!!",550,Właściciel,Współdzielenie mieszkania/domu,131,4 pokoje,Mieszkanie,Kobieta,Nie,Nie,145
"Kraków, Małopolskie","POKOJE DO WYNAJĘCIA W PIĘKNYM DUŻYM DOMU NA BRONOWICACH MAŁYCH. CENY POKOI ZALEŻĄ OD METRAŻU I WYNOSZĄ , 450, 550, 600 - PLN. POKOJE SĄ UMEBLOWANE GOTOWE DO WPROWADZENIA SIĘ DO WSPÓLNEJ DYSPOZYCJI SA DWIE ŁAZIENKI, DWIE UBIKACJE, PRALNIA, POKÓJ TELEWIZYJNY DUŻA W PEŁNI WYPOSAŻONA KUCHNIA (30M), OLBRZYMI OGRÓD (300M), POMIESZCZENIE GOSPODARCZE. OPŁATY ZA WSZYSTKIE MEDIA W FORMIE RYCZAŁTU OD OSOBY - ŻADNYCH UKRYTYCH OPLAT. BEZPŁATNY DOSTEP DO SZYBKIEGO INTERNETU. BEZPOSREDNIO OD WLAŚCICIELA.",450,Właściciel,Współdzielenie mieszkania/domu,14,6 lub więcej pokoi,Dom,Bez preferencji,Tak,Tak,70
"Kraków, Małopolskie","Cześć, poszukujemy dziewczyny do współdzielenia dużego, jasnego pokoju z balkonem(docelowo 2 dziewczyny w pokoju). Mieszkanie znajduje się na osiedlu oświecenia (ok 200m do przystanku marchołta lub ok 400m do przystanku os. oświecenia )W tym pokoju mieszka już jedna dziewczyna. Mieszkanie jest w pełni umeblowane i wyposażone. Mieszkanie jest ciepłe(ogrzewanie miejskie) i znajduje się w świetnej lokalizacji - w pobliżu 3 piekarnie, apteka, biedronka, monopol 24h, kawałek dalej Lidl, Auchan, galeria Krokus, aquapark i multikino.KOSZTY: -437, 50zł(opłata dla właściciela + czynsz administracyjny + woda)-ok 40-50zł media(gaz+prąd)-ok 15zł internet(120mb/s)w sumie ok 500-510zł miesięcznie ze wszystkim.Chętne zapraszam do kontaktu przez formularz lub telefonicznie(jeśli nie odbiorę to możliwie jak najszybciej oddzwonię) i oczywiście do zamieszkania :D",500,Właściciel,Współdzielenie pokoju,57,2 pokoje,Mieszkanie,Kobieta,Nie,Tak,122
"Kraków, Małopolskie","Do wynajęcia mały pokój w mieszkaniu 3-pokojowym na Prądniku Białym przy ulicy Pachońskiego 6, Umeblowany. Do współdzielenia kuchnia, łazienka, toaleta. W pobliżu dużo sklepów, parków, dobry dojazd do uczelni i do centrum (przed blokiem przystanek 144, 154) 10 minut pieszo pętla krowodrza górka. Pokój do wynajęcia od zaraz, więcej informacji pod numerem telefonu 693 - 983 - 993",500,Właściciel,Współdzielenie mieszkania/domu,9,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,57
"Kraków, Małopolskie","witam

Witam, Mam do wynajęcia duży pokój w
fajnie urządzonym mieszkaniu na ulicy Litewskiej na Krowodrzy. Pokój z oknem balkonowym
mieszkanie wyposażone we wszystkie potrzebne sprzęty (pralka, suszarka, duża lodówka, telewizor, piekarnik). Do dyspozycji  część wspólna w postaci jasnej dużej umeblowanej  kuchni oraz łazienki.W czynszu wliczone jest ogrzewanie miejskie.Przystanek tramwajowy i
autobusowy 6 minut drogi.Apteka i sklepy :Biedronka, Żabka, Monpolowy
24h - 3 minuty od domu. Zapraszam do kontaktu po 16.00 nr telefonu 579179222 Pokój dla dwóch osób 1250 plus media liczone wg zużycia( liczniki)Dla jednej osoby cena do negocjacji..",1250,Właściciel,Współdzielenie mieszkania/domu,36,2 pokoje,Mieszkanie,Bez preferencji,Tak,Nie,90
"Kraków, Małopolskie","Do wynajęcia pokoje w domu przy ul. Chłopickiego / rondo mogilskie / 800 zł za pokój z wszystkimi opłatami, tel 500480405",800,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Dom,Bez preferencji,Tak,Tak,19
"Kraków, Małopolskie","Witam. Poszukuję studenta lub pracującego do zamieszkania w pokoju ze mną.  Opłaty to 400zł juz z mediami i internetem.  Mieszkanie na ul.Wysłuchów pełni wyposażone w AGD. Niedalekonomia od autostrady i węzłów komunikacyjnych skąd odjeżdża kilkanaście linii MPK we wszystkich strony Krakowa, Wieliczki i Skawiny.",400,Właściciel,Nie podano,30,Nie podano,Mieszkanie,Mężczyzna,Nie,Nie,44
"Kraków, Małopolskie","Cześć
Poszukuję od 18.11 pokoju 1-osobowego nieprzechodniego o powierzchni ok. 12m^2(może
być więcej) w okolicach Kapelanki, Ruczaju lub Krowodrza. Interesuje mnie cena w granicach
700-750zł ze wszystkimi opłatami. Jeśli chodzi o mnie to jestem młody, miły, sympatyczny, spokojny, bezkonfliktowy.
Pozdrawiam",750,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Mieszkanie,Bez preferencji,Nie,Tak,44
"Kraków, Małopolskie","Mam pokój do wynajęcia na wierzynskiego 39. Bloki skończone w grudniu 2015. Mieszkanie posiada, dwie łazienki i trzy pokoje. Plus kuchnia.
Lokalizacja jest fajna i spokojna. Pociągiem na Kraków główny w 8min. Lub autobus na bronowice.male 5min.",850,Właściciel,Współdzielenie mieszkania/domu,16,3 pokoje,Inne,Bez preferencji,Nie,Nie,37
"Kraków, Małopolskie","Witam, do wynajęcia jest jeden pokój jednoosobowy w mieszkaniu trzypokojowym. LOKALIZACJA: ulica Dobra, Prądnik Czerwony. 3 minuty piechotą od przystanku Brogi i Bosaków (150m), 7 minut do przystanku Lublańska(500m) oraz 10 minut do przystanku Pilotów (700m). 15 minut piechotą na Uniwersytet Ekonomiczny, 20 na Dworzec Główny. WYPOSAŻENIE: W pokoju znajdują się: duża szafa, biurko, fotel obrotowy, regał oraz jednoosobowe łóżko. W kuchni oraz łazience znajdują się wszystkie niezbędne sprzęty AGD/RTV.CENA: 700zł + 150zł ryczałt za media (łącznie ze wszystkim 850 zł). Pokój wolny od już.W dwóch pozostałych pokojach mieszkają dziewczyny pracujące i studiujące; lokatorów bardzo często nie ma w domu.Zainteresowanych zapraszam do kontaktu i do oglądania.Kontakt 577 324 202.",700,Właściciel,Współdzielenie mieszkania/domu,60,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,110
"Kraków, Małopolskie","Piękny apartament z dwoma oddzielnymi pokojami, bardzo ciepłe, z remontem, niezależne ogrzewanie, duża kuchnia , wszystke meble i technika. Łączna powierzchnia 70m2. Przy domu znajduje się piękny park.W pobliżu znajduje się szkoła i przedszkola, jest miejsce dla samochodu.",2100,Właściciel,Nie podano,70,3 pokoje,Mieszkanie,Bez preferencji,Nie,Tak,37
"Kraków, Małopolskie","Do wynajęcia miejsce w pokoju 2-osobowym w mieszkaniu 2-pokojowym o pow.40m2. Mieszkanie 
znajduje się na ul.Rydla/Bronowickiej blisko ul.Podchorążych Uniwesytetu Pedagogicznego 
Zaleta mieszkania jest bardzo dobra lokalizacja, dobra komunikacja autobusowa, tramwajowa.
Cena wynajmu to 500zł z wszystkimi mediami
Opiekun oferty:
Rafał Starowicz
tel. 534-838-534 
Starowicz Nieruchomości",500,Agencja,Nie podano,40,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,51
"Kraków, Małopolskie","Do wynajęcia pokoj o powierzchni 25m2, umeblowany (łóżko, sofa, szafa, stolik). W mieszkaniu do dyspozycji duża, piękna: łazienka (wanna, prysznic, umywalka, pralka, wc geberit) oraz kuchnia (lodówka, piekarnik, płyta elektryczna, stół jadalniany, meblościanka). Mieszkanie w budynku ocieplonym, ogrzewanie centralne na gaz. Przed posesją parking z kostki brukowej do dyspozycji oraz piękny ogród. W okolicy sklepy: tesco, biedronka, stacja benzynowa. Busy do Krakowa co 10 min, o każdej porze. Chętnych proszę o kontakt pod numer: 515 840 680.",650,Właściciel,Współdzielenie mieszkania/domu,120,4 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,77
"Kraków, Małopolskie","Hej mam do wynajęcia przestronny dwuosobowy pokój (ok. 20m2) z balkonem w mieszkaniu 2-pokojowym (50 m2) na ul. SpółdzielcówBardzo dobra lokalizacja:2 minuty na przystanek , , Dauna''Linie tramwajowe 6, 24, 50Linie autobusowe 204, 224, 904Jeden przystanek na , , Bieżanowska'', a stamtąd możliwość przesiadkiLinie tramwajowe 3, 6, 9, 13, 23, 24, 50, 69Linie autobusowe 144, 173, 301, 304, 503, 669, 204, 244Około 15-20 minut do centrumW pokoju niebawem pojawią się nowe meble (szafy, regały)Łazienka niedawno była wyremontowana.W drugim pokoju mieszkam Ja - studentka fizjoterapiiCena za wynajem 330 zł/os + media (czynsz, gaz, prąd, internet) ok 120-140zł/os w zależności od zużycia, mogą ulec na mniejszą kwotę, ogrzewanie miejskie wliczone w czynsz.Kaucja 330zł/oswynajem od 1 grudnia. Właściciele bezproblemowiKontakt telefoniczny 721966347 Zapraszam do oglądania",330,Właściciel,Współdzielenie mieszkania/domu,50,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,124
"Kraków, Małopolskie",Wynajmę dwupokojowe mieszkanie na ul. Cystersów w okolicy ronda mogilskiego  lub pokój dziewczynom.,850,Właściciel,Współdzielenie mieszkania/domu,32,2 pokoje,Mieszkanie,Kobieta,Tak,Tak,13
"Kraków, Małopolskie","Wynajmę pokój dla dwóch osób w mieszkaniu dwupokojowym.
Mieszkanie wyposażone i umeblowane, ciepłe (ogrzewanie miejskie), dostęp do Internetu. Mieszkanie znajduje się na ulicy Stachiewicza przy stacji Kraków Łobzów.
Cena: 570zł/os + 80zł media Kaucja zwrotna w wysokości jednomiesięcznego czynszu.
Preferowany kontakt telefoniczny: 501 619 564",570,Właściciel,Współdzielenie mieszkania/domu,37,2 pokoje,Mieszkanie,Bez preferencji,Nie,Tak,45
"Kraków, Małopolskie",wiecej informacji pod tel 663347663,650,Właściciel,Współdzielenie mieszkania/domu,10,2 pokoje,Dom,Mężczyzna,Tak,Tak,5
Mokotów,"samodzielny pokój dla dziewczyny w umeblowanym, 3 pokojowym mieszkaniu, osiedle Stegny, mieszkanie z 40-letnim właścicielem, 600 zł plus opłaty licznikowe: prąd, woda, gaz.",600,Właściciel,Współdzielenie mieszkania/domu,12,3 pokoje,Mieszkanie,Kobieta,Nie,Nie,24
Mokotów,"Do wynajęcia pokój w mieszkaniu dwupokojowym na Sadybie, w jednym pokoju mieszka para młodych osób w wieku 25-30 lat. Pokój całkowicie umeblowany, łazienka i kuchnia do wspólnego użytkowania.Mieszkanie na 8 piętrze, 5-10 minut od centrum Sadyba Best Mall, bardzo dobra komunikacja z pozostałą częścią Warszawy.Pokój dostępny od zaraz, do kwoty wynajmy dochodzą opłaty  rozliczane z pozostałymi lokatorami( kwestia dogadania) czyli jeszcze plus około  280-300 zł.",550,Właściciel,Współdzielenie mieszkania/domu,8,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,68
Mokotów,Pokój z własną łazienką.Całkowicie umeblowany.Cena zawiera opłaty za media i wifi.Metro 50m,1200,Właściciel,Współdzielenie mieszkania/domu,60,4 pokoje,Mieszkanie,Kobieta,Nie,Nie,12
Mokotów,Od zaraz Pokój do wynajęcia 800 zł. + Kaucja  i media,800,Właściciel,Współdzielenie mieszkania/domu,12,2 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,10
Mokotów,"Witam, szukam współlokatorki do dwupokojowego mieszkania. Pokój nieduży, nieprzechodni, wolny od 1 grudnia, kaucja zwrotna w wysokości czynszu.  Mieszkanie czyste i zadbane. Dobra lokalizacja, jeden przystanek do galerii Mokotow, 5min od mieszkania biedronka, żabka, poczta, drogeria. Tel 798305845.  Zapraszam do kontaktu:)",750,Właściciel,Współdzielenie mieszkania/domu,60,2 pokoje,Mieszkanie,Kobieta,Nie,Nie,41
Praga Południe,pokoj  na angorskiej dla spokojnej osoby 12 m cena juz z oplatami to 500 zl plus kaucja kont 517360645,500,Właściciel,Współdzielenie mieszkania/domu,12,3 pokoje,Dom,Bez preferencji,Tak,Tak,19
Praga Południe,Oferuję pokój bez kaucji i bez dodatkowych opłat cena 800zł Miła i spokojna atmosfera dobra komunikacja Serdecznie zapraszam tel 500628480,800,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Inne,Bez preferencji,Tak,Tak,20
Śródmieście,"2 przechodni pokoje do wynajecia W centrum (Metro Ratusz arsenal/Ul.anielewicza 4) pokóje sa 14m który znajduje się w mieszkaniu 3 pokojowym w bloku dzielnica centrum. Mieszkanie jest kompletnie wyposażone (pralka, sprzęt kuchenny, zmywarka, telewizja kablowa, etc.) Lokalizacja : W centrum, w pobliżu przystanku autobusowy/tramwajowa i metra.
Wynajem za 1 pokoj: 950zl 
Od zaraz! tel:7 95 689 328
Zapraszam
Lovely Interconnecting 2 Rooms for rent in CITY CENTER. Rooms has 14sq.m offered to the renter, the whole apartment is fully well firshished clean and nice. (55 sq m, 3rooms). Convenienient location on the 2nd floor with elevator. Flat is in city center 7 minutes to Metro Ratusz Arsenal/Ul.anielewicza 4  tram and bus stops. Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants and bars. PRICE for 1 room: 950zlAvailable for now!
nr tel:7 95 689 328",950,Właściciel,Współdzielenie mieszkania/domu,55,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,145
Śródmieście,"2 przechodni pokoje do wynajecia W centrum (Metro Rondo ONZ/UL.Krochmalna 2) pokóje sa 12m który znajduje się w mieszkaniu 3 pokojowym w bloku dzielnica centrum. Mieszkanie jest kompletnie wyposażone (pralka, sprzęt kuchenny, zmywarka, telewizja kablowa, etc.) Lokalizacja : W centrum, w pobliżu przystanku autobusowy/tramwajowa i metra.
Wynajem za 1 pokoj: 950zl 
Od zaraz! tel:7 95 689 328
Zapraszam
Lovely Interconnecting 2 Rooms for rent in CITY CENTER. Rooms has 12sq.m offered to the renter, the whole apartment is fully well firshished clean and nice. (47 sq m, 3rooms). Convenienient location on the 8th floor with elevator. Flat is in city center 7 minutes to Metro RONDO ONZ/UL.KROCHMALNA 2) tram and bus stops. Perfect location close to everywhere and safe area. Under the flat is supermarkets, pharmacies, restaurants and bars. PRICE for 1 room: 950zlAvailable for now!
nr tel:7 95 689 328",950,Właściciel,Współdzielenie mieszkania/domu,47,3 pokoje,Mieszkanie,Bez preferencji,Tak,Tak,145
Targówek,"Wynajmę pokój na Bródnie dla osoby z wyższym wykształceniem. Pokój ma 12 m2, plus balkon. W domu wi-fi. Pod blokiem przystanek 1, 4, 25 i 114;20 min.do każdej z linii metra. Na przeciwko Galeria Renova, blisko 2 przychodnie, 2 bazarki, 2 kościoły. Proszę bez nałogów i zwierząt. Cena: 700zł plus media 100zł. Pokój będzie można zobaczyć i wynająć od 1.12. Tel. do mnie: 733 606 307, 22 858 87 63 i do córki: 733 606 301.",700,Właściciel,Współdzielenie mieszkania/domu,12,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,77
Wawer,"niezależny pokój 19m2 jest na piętrze domu wolnostojącego parkiet na podłodze  dwa okna słonecznyDom mieści się blisko węzła komunikacyjnego. Ok 300 m do przystanku autobusowego oraz stacji PKP Międzylesie (do centrum Warszawy jedzie autobus 521, ok 25min. mini bus, nocny, SKM oraz inne- 213, 219, 305) w razie dodatkowych pytań tel.  735-042-007Cena za wynajem 1300 zł w cenę wliczone opłaty  cichy ciepły umeblowany na piętrze jest łazienka 5m2   taras na dachu",1300,Właściciel,Współdzielenie mieszkania/domu,19,Kawalerka lub garsoniera,Dom,Bez preferencji,Nie,Tak,73
Wola,"Witam. Mam do wynajęcia pokój na Woli, ul. Kasprzaka 31b (Osiedle Bliska Wola) Pokój dostępny od 01.12.1016. Blok został oddany do użytku w czerwcu 2016r. Całe mieszkanie jest świeżo po remoncie. Wysoki standard. W pokoju znajduje się 2 osobowe łóżko, szafa, komoda, stolik nocny oraz telewizor. W łazience kabina prysznicowa, pralka. W drugim pokoju mieszka studentka 5 roku prawa. W bloku winda. Dla zainteresowanych za dodatkową opłatą możliwość wynajęcia garażu podziemnego.  1200 plus opłaty licznikowe",1200,Właściciel,Współdzielenie mieszkania/domu,10,Nie podano,Mieszkanie,Bez preferencji,Tak,Tak,75
